ID,NAME,KANA,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_11,SQ8_12,SQ8_13,SQ8_14,SQ8_15,SQ8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ8_16_FA
769,阿部＝弘樹,あべ・ひろき,1,40,4,0,61,5,1,0,1,59,3,16,16,6,3,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,45,50,40,100,50,60,45,5,4,2,2,3,1,2,2,3,2,4,2,2,1,3,5,2,3,1,4,5,2,1,2,3,2,4,4,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,コロナ対策,経済対策,99,地方分権改革
770,堤＝かなめ,つつみ・かなめ,1,40,5,0,61,2,1,0,2,61,2,5,7,9,7,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,25,50,0,75,0,100,5,5,3,1,3,3,5,4,1,5,5,1,3,1,1,1,4,4,4,1,1,1,4,4,4,2,3,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,99,99,99,99
771,原田＝義昭,はらだ・よしあき,1,40,5,0,66,1,3,8,1,77,1,1,9,14,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100,999,999,999,999,999,999,999,3,3,4,2,2,1,2,2,3,1,5,1,1,5,99,99,99,2,1,99,99,99,1,1,2,2,5,99,99,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,99,99,99,99
772,鳩山＝二郎,はとやま・じろう,1,40,6,0,61,1,3,2,1,42,2,16,13,14,3,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,25,100,0,50,25,100,0,3,4,4,3,3,1,3,2,1,2,4,2,2,3,3,4,3,3,3,5,3,3,3,3,3,2,4,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,コロナ対策,99,99,99
773,河野＝一弘,かわの・かずひろ,1,40,6,0,66,4,1,0,1,49,1,6,4,5,1,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,50,0,100,0,25,0,50,5,5,5,3,5,5,5,5,1,5,5,2,2,1,1,1,1,4,5,1,1,1,5,5,4,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,99,99,99,99
774,田辺＝徹,たなべ・とおる,1,40,6,0,61,2,1,0,1,60,1,7,6,5,1,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,50,0,100,0,100,4,5,4,2,3,3,5,4,2,5,5,1,1,2,1,1,1,4,4,1,1,1,4,5,5,1,3,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,99,99,99,99
775,組坂＝善昭,くみさか・よしあき,1,40,6,0,66,11,1,0,1,74,1,15,10,2,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,40,51,40,40,53,55,20,50,3,3,3,3,3,2,4,2,3,2,3,2,3,3,2,2,1,5,5,1,1,1,1,3,5,3,1,2,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,99,99,99,99
776,熊丸＝英治,くままる・えいじ,1,40,6,0,66,8,1,0,1,52,1,1,4,10,1,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,70,65,65,70,70,65,65,1,3,4,3,3,1,1,3,5,1,2,2,4,5,4,3,1,5,2,1,3,2,2,2,2,3,3,3,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,99,99,99,99
777,藤丸＝敏,ふじまる・さとし,1,40,7,0,61,1,3,3,1,61,2,2,13,4,3,2,4,1,0,1,1,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,80,30,70,30,50,30,80,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,3,4,2,2,3,3,3,4,4,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,99,99,99,99
778,青木＝剛志,あおき・つよし,1,40,7,0,61,2,1,0,1,50,1,11,4,6,1,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50,100,50,80,40,70,40,100,4,4,3,2,4,4,2,4,1,4,5,4,3,1,1,2,2,4,4,2,2,2,4,4,5,2,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,99,99,99,99
779,河野＝祥子,かわの・しょうこ,1,40,8,0,66,4,1,0,2,41,1,6,7,13,2,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,5,5,5,3,3,5,5,5,1,5,5,2,2,1,1,1,3,5,5,1,1,1,4,3,5,1,1,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,99,99,99,99
780,麻生＝太郎,あそう・たろう,1,40,8,0,66,1,3,13,1,81,2,2,16,1,2,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,3,4,4,4,2,2,2,2,3,1,4,2,3,5,3,3,2,3,2,4,5,4,2,3,3,3,4,3,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,コロナ対策,99,99
781,大島＝九州男,おおしま・くすお,1,40,8,0,61,9,1,0,1,60,1,16,7,15,1,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,999,0,999,0,999,999,999,5,5,5,1,1,3,5,5,1,5,5,1,1,1,1,1,4,5,5,1,1,1,5,3,3,1,1,1,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,0,0,99,99,99,99,99,99,99,99,99,99,給付金、社会保障費減免、消費税廃止など,99,99,99
782,真島＝省三,まじま・しょうぞう,1,40,9,0,61,4,2,1,1,58,1,12,6,15,1,4,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,60,0,100,0,50,0,60,5,5,4,3,4,5,5,5,1,5,5,1,3,1,1,1,3,5,5,1,1,1,5,4,5,3,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,99,99,99,99
783,三原＝朝彦,みはら・あさひこ,1,40,9,0,66,1,3,8,1,74,1,3,15,5,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,60,80,50,70,70,90,60,3,4,3,2,3,3,4,4,2,2,4,3,2,4,3,3,2,3,2,2,2,2,2,4,3,3,5,3,5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,99,99,99,99
784,緒方＝林太郎,おがた・りんたろう,1,40,9,0,66,11,2,2,1,48,2,16,2,6,2,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,3,3,3,4,4,2,2,3,1,3,3,2,3,4,1,3,2,3,2,2,4,1,2,3,3,3,3,5,5,2,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,少子化対策,99,99,99
785,城井＝崇,きい・たかし,1,40,10,0,61,2,3,3,1,48,2,16,5,7,3,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,100,50,50,50,75,0,100,3,3,2,3,4,2,3,2,1,3,4,2,2,2,1,2,3,4,3,1,1,1,2,3,3,3,3,3,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,新型コロナ対策と経済・暮らしの保障,99,99,99
786,西田＝主税,にしだ・ちから,1,40,10,0,61,5,1,0,1,59,1,1,9,15,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,50,50,50,100,50,50,50,5,3,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,4,4,3,1,3,3,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,99,99,99,99
787,山本＝幸三,やまもと・こうぞう,1,40,10,0,66,1,3,8,1,73,1,16,2,5,2,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,0,90,0,50,60,80,0,5,4,2,1,1,2,3,2,1,1,4,1,1,5,2,3,2,2,1,4,4,2,1,2,3,5,5,1,4,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,コロナ対策,99,99,99
788,大西＝啓雅,おおにし・ひろまさ,0,40,10,0,66,11,1,0,1,51,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
789,志岐＝玲子,しき・れいこ,1,40,11,0,61,7,1,0,2,68,1,16,16,16,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,5,5,1,1,1,5,5,5,1,1,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,いのちとくらしを最優先する医療体制と社会連帯経済の構築,子どもを中心とする社会問題の解決、「子どもの権利基本法」の制定,女性の政治参画の推進,99
790,武田＝良太,たけだ・りょうた,1,40,11,0,61,1,3,6,1,53,2,16,1,10,2,3,4,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,100,999,100,999,999,999,999,999,3,2,2,2,1,1,3,1,1,1,3,1,1,4,3,3,3,2,2,3,5,3,1,2,3,2,5,2,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,新型コロナウイルス感染症対策,99,99,99
791,村上＝智信,むらかみ・とものぶ,1,40,11,0,66,11,1,0,1,52,1,16,16,16,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,50,50,50,50,3,5,3,5,3,3,2,3,3,2,5,5,1,3,5,3,2,3,1,3,3,3,4,2,3,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,99,99,99,99,99,99,99,99,99,99,コロナ対策,経済活性化,社会福祉の充実,憲法改正の発議要件を緩和する。過半数にこだわらない。
792,岩田＝和親,いわた・かずちか,1,41,1,0,61,1,3,3,1,48,3,1,14,4,2,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,4,3,4,2,2,1,2,3,1,1,3,2,2,3,3,3,3,4,2,4,99,99,2,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,99,99,99,99
793,原口＝一博,はらぐち・かずひろ,1,41,1,0,61,2,3,8,1,62,2,16,16,6,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,100,50,70,10,50,40,100,5,5,5,1,1,2,4,4,1,5,5,1,1,1,2,2,3,5,5,1,1,1,4,3,5,1,2,1,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,0,1,99,99,99,99,99,99,99,99,99,99,財政・税制・経済（積極財政によるデフレ対策）,核廃絶,99,99
794,大串＝博志,おおぐし・ひろし,1,41,2,0,61,2,3,5,1,56,2,16,4,6,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,100,15,60,5,85,10,100,5,5,3,3,4,3,5,2,1,5,4,2,2,3,2,3,3,5,3,1,1,1,3,3,3,3,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,新型コロナウイルス対策,99,99,99
795,古川＝康,ふるかわ・やすし,1,41,2,0,61,1,3,2,1,63,3,4,3,13,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,5,75,0,40,20,80,5,2,4,3,2,2,2,2,1,3,2,4,1,1,4,3,3,3,3,2,3,3,3,3,2,4,3,5,3,5,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,99,99,99,99
796,初村＝滝一郎,はつむら・たきいちろう,1,42,1,0,61,1,1,0,1,42,1,99,99,99,2,1,3,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,1,75,40,75,75,50,40,80,40,3,4,3,2,2,2,2,2,1,2,3,1,1,3,2,3,3,2,3,4,3,3,2,2,3,2,4,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,99,99,99,99
797,西岡＝秀子,にしおか・ひでこ,1,42,1,0,61,6,3,1,2,57,2,5,11,6,2,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,999,999,999,999,999,100,999,999,3,3,3,3,4,3,4,3,1,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,99,99,99,デジタル基本権、臨時国会の召集期限の明文化
798,安江＝綾子,やすえ・あやこ,1,42,1,0,66,4,1,0,2,44,1,16,6,9,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,80,0,100,0,60,0,80,5,5,5,3,5,5,5,5,1,5,5,3,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,5,1,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,コロナから命を守る,99,99,99
799,松平＝浩一,まつだいら・こういち,1,42,2,0,61,2,3,1,1,47,1,3,7,11,3,4,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,75,50,50,50,50,50,75,4,4,2,2,2,2,3,2,1,3,4,2,2,1,2,2,2,3,2,2,3,3,4,2,3,2,3,2,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,99,99,99,99
800,加藤＝竜祥,かとう・りゅうしょう,1,42,2,0,61,1,1,0,1,41,2,4,14,7,4,3,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,999,999,999,999,999,999,999,999,2,2,4,3,1,1,3,2,1,1,3,1,1,5,3,5,2,2,2,5,5,4,2,1,3,2,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,99,99,99
801,山田＝博司,やまだ・ひろし,1,42,3,0,66,11,1,0,1,51,1,6,5,4,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,65,50,50,40,50,50,60,50,4,4,4,2,2,1,2,1,1,4,5,2,1,2,1,3,3,3,5,4,4,4,2,2,4,2,4,2,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,99,99,99,99
802,谷川＝弥一,たにがわ・やいち,1,42,3,0,66,1,3,6,1,80,2,1,2,12,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100,25,50,0,50,50,100,0,1,1,1,5,4,1,1,1,1,1,2,1,4,5,2,2,1,3,1,4,5,5,1,1,1,3,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,99,99,99,99
803,山田＝勝彦,やまだ・かつひこ,1,42,3,0,61,2,1,0,1,42,3,6,5,4,2,4,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,100,40,50,50,80,40,100,5,5,5,1,1,2,3,4,1,4,5,2,1,1,1,2,4,3,4,1,1,1,3,3,4,1,1,1,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,99,99,99,99
804,石本＝啓之,いしもと・ひろゆき,0,42,3,0,66,10,1,0,1,52,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
805,末次＝精一,すえつぐ・せいいち,1,42,4,0,61,2,1,0,1,58,3,2,6,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,100,0,100,0,100,5,5,4,5,2,4,3,3,1,5,5,3,1,3,1,3,4,4,4,2,2,1,5,3,5,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,99,99,99,99
806,北村＝誠吾,きたむら・せいご,1,42,4,0,66,1,3,7,1,74,2,6,3,1,2,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,50,100,50,100,50,100,50,4,4,4,2,2,1,3,2,2,2,4,2,1,4,1,3,2,3,3,3,3,3,1,3,5,1,5,3,5,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,99,99,99,99
807,萩原＝活,はぎわら・ひろし,1,42,4,0,66,11,1,0,1,61,1,5,3,4,3,2,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,80,50,70,20,50,30,60,30,4,3,3,4,3,2,4,3,2,1,4,1,2,4,3,3,2,4,3,2,3,2,2,3,3,2,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,99,99,99,99
808,田中＝隆治,たなか・たかはる,1,42,4,0,66,11,1,0,1,78,1,4,5,6,2,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,50,50,50,50,50,50,50,5,5,3,1,3,2,3,5,1,3,3,3,3,1,1,1,2,4,5,2,3,3,3,3,4,3,1,5,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,99,99,99,99
809,濱田＝大造,はまだ・だいぞう,1,43,1,0,61,2,1,0,1,51,1,2,3,6,3,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75,100,75,75,40,75,0,100,5,5,3,4,4,4,4,4,1,4,5,1,1,1,3,1,3,3,4,1,1,1,3,4,4,4,4,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,99,99,99,99
810,木原＝稔,きはら・みのる,1,43,1,0,61,1,3,4,1,52,2,16,7,1,99,99,99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100,50,80,50,70,60,999,999,3,3,3,4,2,1,99,2,3,1,3,2,1,5,3,5,1,3,3,5,5,1,1,1,3,3,99,2,5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,新型コロナ感染症対策,99,99,99
811,野田＝毅,のだ・たけし,1,43,2,0,66,1,3,16,1,80,1,16,99,99,3,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,80,999,80,999,999,999,999,999,1,3,3,4,4,2,3,3,2,2,4,2,3,5,2,2,1,2,2,3,3,3,2,4,3,3,4,4,4,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,新型コロナウイルス対策,99,99,99
812,西野＝太亮,にしの・だいすけ,1,43,2,0,66,11,1,0,1,43,2,16,1,16,2,3,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,45,65,30,60,50,70,45,4,4,2,2,2,2,3,2,2,2,3,3,2,4,3,3,3,4,2,2,3,2,2,2,2,4,3,4,3,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,経済（２＋３）,99,地元の活性化（４＋１４）,99
813,橋田＝芳昭,はしだ・よしあき,1,43,2,0,66,4,1,0,1,66,1,12,6,4,1,2,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,0,100,0,40,0,70,5,5,5,3,5,5,5,5,1,5,5,2,3,1,1,1,3,5,5,1,1,1,5,3,5,1,1,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,99,99,99,99
814,本間＝明子,ほんま・あきこ,1,43,3,0,66,8,1,0,2,40,1,16,2,5,2,5,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,70,10,50,35,50,50,75,0,5,3,2,1,2,1,4,4,4,3,3,3,2,1,5,2,4,4,2,3,2,3,3,3,2,2,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,NHK受信料制度の改正,99,99,有事の際に備え、臨時国会招集時期の規定を加える
815,坂本＝哲志,さかもと・てつし,1,43,3,0,61,1,3,6,1,70,2,6,5,4,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,80,0,50,50,90,0,2,3,4,4,4,2,2,2,2,2,3,2,2,5,2,3,2,2,2,3,2,2,1,1,3,2,5,3,2,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,99,99,99,99
816,馬場＝功世,ばば・こうせい,1,43,3,0,61,7,1,0,1,70,1,4,5,12,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,60,15,50,20,50,0,60,5,5,5,5,5,5,5,5,1,5,5,1,3,1,1,1,2,5,5,1,1,1,5,5,5,1,2,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,99,99,99,99
817,金子＝恭之,かねこ・やすし,1,43,4,0,61,1,3,7,1,60,2,14,13,3,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,20,90,10,50,30,60,20,4,4,4,2,3,1,2,3,1,1,5,1,1,5,2,4,1,2,1,5,5,2,1,1,3,3,5,3,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,99,99,99,99
818,矢上＝雅義,やがみ・まさよし,1,43,4,0,61,2,3,3,1,61,1,16,16,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,999,100,999,999,999,999,999,100,4,5,5,3,3,1,5,3,1,5,5,1,1,2,2,3,2,5,4,1,2,1,2,4,5,1,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,コロナ対策,令和２年７月豪雨被害からの復旧・復興,99,99
